,0,1,2,3,4,5,6,7,8,9,10,11
0,380.0,573.0,670.0,749.0,806.0,853.0,891.0,917.0,939.0,960.0,969.0,975.0
1,468.0,260.0,195.0,140.0,103.0,80.0,60.0,45.0,32.0,20.0,12.0,10.0
2,124.0,113.0,80.0,67.0,57.0,35.0,28.0,16.0,13.0,8.0,11.0,7.0
3,26.0,43.0,39.0,26.0,18.0,17.0,11.0,11.0,7.0,7.0,4.0,4.0
4,2.0,7.0,14.0,10.0,7.0,7.0,5.0,6.0,6.0,3.0,1.0,2.0
5,,1.0,,5.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0
6,,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,,
7,,1.0,,1.0,2.0,4.0,2.0,,,1.0,1.0,
8,,,,,,,,,,,,1.0
9,,,,,1.0,,,,1.0,,,
